domain,source_dataset,week_start,year,iso_week,store_id,store_region,sku_id,category_id,category,source_category,lag1w,lag2w,lag4w,rm4w,rm8w,rstd8w,growth,avail_rm4w,censored_rate_4w,price,logprice,avg_discount,max_discount,availability,days_observed,censored_days,holiday_days,promo_days,traffic,logtraffic,temp_c,precip,cat_demand_cv,cat_elasticity,cat_season_index,sku_volatility,sku_promo_lift,typical_garment_group,typical_product_type,units_sold,position_id,sku_name,store_name,cogs,supplier,supplier_reliability,trend_score,base_velocity,on_hand,in_transit,received,sold,markdown,hm_article_count,predicted_units
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1012,DRS,Dresses,Dresses,,,,,,,,,,5650,8.6396,0,0,1,7,0,0,0,,,,,0.46,-2.4,0.88,0.46,,Dresses Ladies,Dress,,12,Atlas Wrap Dress,Mumbai · Lower Parel,2733,Ludhiana Woollens,0.81,0.0428499994319462,0.855760169646237,3,3,10,7,0,13648,11257.66
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1013,FTW,Footwear,Footwear,,,,,,,,,,3410,8.1348,0,0,1,7,0,0,0,,,,,0.28,-1.5,1.02,0.28,,Shoes,Sneakers,,13,Wren Loafer,Mumbai · Lower Parel,1396,Noida Apparel Park,0.88,0.0002117384920995118,2.506510979286395,20,13,49,29,0,5336,15464.555
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1014,ACC,Accessories,Accessories,,,,,,,,,,1230,7.1156,0,0,1,7,0,0,0,,,,,0.5,-2.6,0.95,0.5,,Accessories,Socks,,14,Solstice Leather Belt,Mumbai · Lower Parel,545,Bengaluru Cut & Sew,0.91,0.6239036785591954,2.244067377375905,53,0,64,11,0,13284,12074.277
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1015,ACT,Activewear,Activewear,,,,,,,,,,1280,7.1554,0,0,1,7,0,0,0,,,,,0.35,-2.1,0.9,0.35,,Swimwear,Swimwear bottom,,15,Ember Training Tee,Mumbai · Lower Parel,568,Surat Textile Mills,0.73,0.06491628351413166,2.102367372624576,41,0,59,18,0,6443,13273.388
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1017,OUT,Outerwear,Outerwear,,,,,,,,,,2220,7.7057,0,0,1,7,0,0,0,,,,,0.42,-1.6,1.35,0.42,,Outdoor,Jacket,,16,Nomad Puffer,Mumbai · Lower Parel,849,Ludhiana Woollens,0.81,0.6679093631096121,1.47514378526248,18,0,29,11,0,5810,11196.963
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1018,DEN,Denim,Denim,,,,,,,,,,1450,7.28,0,0,1,7,0,0,0,,,,,0.3,-1.9,1.05,0.3,,Trousers Denim,Trousers,,17,Quill Slim Jean,Mumbai · Lower Parel,586,Noida Apparel Park,0.88,0.5075091499437202,0.5062996791326441,3,1,7,4,0,3100,15105.823
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1019,KNT,Knitwear,Knitwear,,,,,,,,,,7240,8.8875,0,0,1,7,0,0,0,,,,,0.38,-1.7,1.28,0.38,,Knitwear,Sweater,,18,Terra Roll Neck,Mumbai · Lower Parel,3204,Bengaluru Cut & Sew,0.91,0.1478988347691275,1.714949633716606,15,0,38,23,0,7462,11410.411
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1020,DRS,Dresses,Dresses,,,,,,,,,,7230,8.8861,0,0,1,7,0,0,0,,,,,0.46,-2.4,0.88,0.46,,Dresses Ladies,Dress,,19,Vane Slip Dress,Mumbai · Lower Parel,2926,Surat Textile Mills,0.73,0.05661177127313656,1.094529892806895,15,0,23,8,0,13648,11257.66
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1021,FTW,Footwear,Footwear,,,,,,,,,,5000,8.5174,0,0,1,7,0,0,0,,,,,0.28,-1.5,1.02,0.28,,Shoes,Sneakers,,20,Ridge Chelsea Boot,Mumbai · Lower Parel,1795,Tirupur Knits,0.94,0.4290058160073141,1.581815651641227,27,0,61,34,0,5336,15464.555
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1022,ACC,Accessories,Accessories,,,,,,,,,,3380,8.1259,0,0,1,7,0,0,0,,,,,0.5,-2.6,0.95,0.5,,Accessories,Socks,,21,Halcyon Tote,Mumbai · Lower Parel,1740,Ludhiana Woollens,0.81,0.103096471620797,1.787876601761673,8,0,41,33,0,13284,12043.621
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1023,ACT,Activewear,Activewear,,,,,,,,,,1960,7.5812,0,0,1,7,0,0,0,,,,,0.35,-2.1,0.9,0.35,,Swimwear,Swimwear bottom,,22,Marlow Track Pant,Mumbai · Lower Parel,940,Noida Apparel Park,0.88,0.8819855173897383,0.6473778456798754,14,0,19,5,0,6443,13302.761
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1024,BAS,Basics,Basics,,,,,,,,,,7820,8.9646,0,0,1,7,0,0,0,,,,,0.2,-1.2,0.82,0.2,,Jersey Fancy,Trousers,,23,Vesper Chino,Mumbai · Lower Parel,3954,Bengaluru Cut & Sew,0.91,0.1886594676608668,0.3750831758021377,3,1,7,4,0,50459,14752.2
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1025,OUT,Outerwear,Outerwear,,,,,,,,,,7150,8.875,0,0,1,7,0,0,0,,,,,0.42,-1.6,1.35,0.42,,Outdoor,Jacket,,24,Cadence Parka,Mumbai · Lower Parel,3127,Surat Textile Mills,0.73,0.2574549159683532,0.9658180053462274,15,4,18,3,0,5810,11186.631
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1026,DEN,Denim,Denim,,,,,,,,,,5640,8.6378,0,0,1,7,0,0,0,,,,,0.3,-1.9,1.05,0.3,,Trousers Denim,Trousers,,25,Orbit Straight Jean,Mumbai · Lower Parel,2601,Tirupur Knits,0.94,0.4172072544692536,0.3790792114683427,4,0,5,1,0,3100,15081.678
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1027,KNT,Knitwear,Knitwear,,,,,,,,,,2790,7.9342,0,0,1,7,0,0,0,,,,,0.38,-1.7,1.28,0.38,,Knitwear,Sweater,,26,Linden Crew Sweater,Mumbai · Lower Parel,1201,Ludhiana Woollens,0.81,0.06038791488429402,1.232249751361087,5,0,19,14,0,7462,11420.743
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1028,DRS,Dresses,Dresses,,,,,,,,,,5380,8.5906,0,0,0,7,7,0,0,,,,,0.46,-2.4,0.88,0.46,,Dresses Ladies,Dress,,27,Sable Midi Dress,Mumbai · Lower Parel,2211,Noida Apparel Park,0.88,0.03173810594638732,0.9808481386513449,0,0,16,8,0,13648,11257.66
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1029,FTW,Footwear,Footwear,,,,,,,,,,5920,8.6863,0,0,1,7,0,0,0,,,,,0.28,-1.5,1.02,0.28,,Shoes,Sneakers,,28,Frost Sneaker,Mumbai · Lower Parel,2105,Bengaluru Cut & Sew,0.91,0.3808204898068962,1.196133396262303,3,0,17,14,0,5336,15464.555
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1030,ACC,Accessories,Accessories,,,,,,,,,,3310,8.105,0,0,1,7,0,0,0,,,,,0.5,-2.6,0.95,0.5,,Accessories,Socks,,29,Kite Wool Scarf,Mumbai · Lower Parel,1550,Surat Textile Mills,0.73,0.4458575688084878,1.521477649419103,16,0,31,15,0,13284,12043.621
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1031,ACT,Activewear,Activewear,,,,,,,,,,6210,8.7341,0,0,1,7,0,0,0,,,,,0.35,-2.1,0.9,0.35,,Swimwear,Swimwear bottom,,30,Juniper Legging,Mumbai · Lower Parel,2362,Tirupur Knits,0.94,0.6996765068041628,0.4206265164772048,1,2,6,5,0,6443,13265.386
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1032,BAS,Basics,Basics,,,,,,,,,,3390,8.1289,0,0,1,7,0,0,0,,,,,0.2,-1.2,0.82,0.2,,Jersey Fancy,Trousers,,31,Atlas Oxford Shirt,Mumbai · Lower Parel,1756,Ludhiana Woollens,0.81,0.03165193639782208,2.296161732252222,21,0,39,18,0,50459,14752.2
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1033,OUT,Outerwear,Outerwear,,,,,,,,,,6710,8.8115,0,0,1,7,0,0,0,,,,,0.42,-1.6,1.35,0.42,,Outdoor,Jacket,,32,Wren Trench,Mumbai · Lower Parel,2747,Noida Apparel Park,0.88,0.8380902445171179,2.129366399510764,55,0,70,15,0,5810,11186.631
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1034,DEN,Denim,Denim,,,,,,,,,,1510,7.3205,0,0,1,7,0,0,0,,,,,0.3,-1.9,1.05,0.3,,Trousers Denim,Trousers,,33,Solstice Denim Jacket,Mumbai · Lower Parel,567,Bengaluru Cut & Sew,0.91,0.1214740741986566,1.105977274850011,2,0,15,13,0,3100,15105.823
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1035,KNT,Knitwear,Knitwear,,,,,,,,,,2380,7.7753,0,0,1,7,0,0,0,,,,,0.38,-1.7,1.28,0.38,,Knitwear,Sweater,,34,Ember Cardigan,Mumbai · Lower Parel,1068,Surat Textile Mills,0.73,0.2648020564726302,1.840806051413529,14,0,48,34,0,7462,11420.743
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1036,DRS,Dresses,Dresses,,,,,,,,,,7260,8.8903,0,0,1,7,0,0,0,,,,,0.46,-2.4,0.88,0.46,,Dresses Ladies,Dress,,35,Bramble Wrap Dress,Mumbai · Lower Parel,2544,Tirupur Knits,0.94,0.1809163522028074,1.586408562108409,19,0,26,7,0,13648,11257.66
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1037,FTW,Footwear,Footwear,,,,,,,,,,2830,7.9484,0,0,1,7,0,0,0,,,,,0.28,-1.5,1.02,0.28,,Shoes,Sneakers,,36,Nomad Loafer,Mumbai · Lower Parel,1262,Ludhiana Woollens,0.81,0.2090252379471189,1.250297783140559,22,0,40,18,0,5336,15474.887
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1038,ACC,Accessories,Accessories,,,,,,,,,,3060,8.0265,0,0,1,7,0,0,0,,,,,0.5,-2.6,0.95,0.5,,Accessories,Socks,,37,Quill Leather Belt,Mumbai · Lower Parel,1445,Noida Apparel Park,0.88,0.007393202186208772,0.5876451939344406,8,0,13,5,0,13284,12043.621
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1039,ACT,Activewear,Activewear,,,,,,,,,,6670,8.8055,0,0,1,7,0,0,0,,,,,0.35,-2.1,0.9,0.35,,Swimwear,Swimwear bottom,,38,Terra Training Tee,Mumbai · Lower Parel,2708,Bengaluru Cut & Sew,0.91,0.4171836434467621,2.336523539118935,17,0,35,18,0,6443,13265.386
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1040,BAS,Basics,Basics,,,,,,,,,,7450,8.9161,0,0,1,7,0,0,0,,,,,0.2,-1.2,0.82,0.2,,Jersey Fancy,Trousers,,39,Vane Pocket Tee,Mumbai · Lower Parel,2940,Surat Textile Mills,0.73,0.002820393425783629,2.008765591215342,11,0,34,23,0,50459,14752.2
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1041,OUT,Outerwear,Outerwear,,,,,,,,,,7410,8.9107,0,0,1,7,0,0,0,,,,,0.42,-1.6,1.35,0.42,,Outdoor,Jacket,,40,Ridge Puffer,Mumbai · Lower Parel,3332,Tirupur Knits,0.94,0.0435627136059113,2.20197754111141,30,0,71,41,0,5810,11186.631
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1042,DEN,Denim,Denim,,,,,,,,,,4380,8.385,0,0,1,7,0,0,0,,,,,0.3,-1.9,1.05,0.3,,Trousers Denim,Trousers,,41,Halcyon Slim Jean,Mumbai · Lower Parel,2131,Ludhiana Woollens,0.81,0.9887408026074843,2.043920635269024,23,0,47,24,0,3100,15081.678
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1043,KNT,Knitwear,Knitwear,,,,,,,,,,6960,8.8481,0,0,1,7,0,0,0,,,,,0.38,-1.7,1.28,0.38,,Knitwear,Sweater,,42,Marlow Roll Neck,Mumbai · Lower Parel,2383,Noida Apparel Park,0.88,0.9085906236820459,2.192920150840655,36,0,84,48,0,7462,11410.411
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1044,DRS,Dresses,Dresses,,,,,,,,,,7890,8.9735,0,0,1,7,0,0,0,,,,,0.46,-2.4,0.88,0.46,,Dresses Ladies,Dress,,43,Vesper Slip Dress,Mumbai · Lower Parel,3806,Bengaluru Cut & Sew,0.91,0.01245378846378043,2.393102823023219,6,0,51,45,0,13648,11257.66
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1045,FTW,Footwear,Footwear,,,,,,,,,,7790,8.9607,0,0,1,7,0,0,0,,,,,0.28,-1.5,1.02,0.28,,Shoes,Sneakers,,44,Cadence Chelsea Boot,Mumbai · Lower Parel,3586,Surat Textile Mills,0.73,0.1529144424096149,0.5836417549522593,5,0,11,6,0,5336,15464.555
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1046,ACC,Accessories,Accessories,,,,,,,,,,1210,7.0992,0,0,1,7,0,0,0,,,,,0.5,-2.6,0.95,0.5,,Accessories,Socks,,45,Orbit Tote,Mumbai · Lower Parel,569,Tirupur Knits,0.94,0.2170451900779814,0.7925029642879963,12,0,18,6,0,13284,12074.277
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1047,ACT,Activewear,Activewear,,,,,,,,,,6480,8.7766,0,0,1,7,0,0,0,,,,,0.35,-2.1,0.9,0.35,,Swimwear,Swimwear bottom,,46,Linden Track Pant,Mumbai · Lower Parel,2316,Ludhiana Woollens,0.81,0.2482315711179312,1.79877608603565,15,0,39,24,0,6443,13265.386
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1048,BAS,Basics,Basics,,,,,,,,,,5000,8.5174,0,0,1,7,0,0,0,,,,,0.2,-1.2,0.82,0.2,,Jersey Fancy,Trousers,,47,Sable Chino,Mumbai · Lower Parel,2269,Noida Apparel Park,0.88,0.1181166746469051,1.298419906955678,11,0,15,4,0,50459,14752.2
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1049,OUT,Outerwear,Outerwear,,,,,,,,,,1000,6.9088,0,0,1,7,0,0,0,,,,,0.42,-1.6,1.35,0.42,,Outdoor,Jacket,,48,Frost Parka,Mumbai · Lower Parel,396,Bengaluru Cut & Sew,0.91,0.9174829560221631,0.6186554293031804,1,4,10,9,0,5810,11269.472
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1050,DEN,Denim,Denim,,,,,,,,,,1560,7.3531,0,0,1,7,0,0,0,,,,,0.3,-1.9,1.05,0.3,,Trousers Denim,Trousers,,49,Kite Straight Jean,Mumbai · Lower Parel,742,Surat Textile Mills,0.73,0.000109195788150042,0.667293306812644,6,0,10,4,0,3100,15105.823
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1051,KNT,Knitwear,Knitwear,,,,,,,,,,1760,7.4736,0,0,1,7,0,0,0,,,,,0.38,-1.7,1.28,0.38,,Knitwear,Sweater,,50,Juniper Crew Sweater,Mumbai · Lower Parel,663,Tirupur Knits,0.94,0.002342009633203911,1.302148446231149,15,0,64,49,0,7462,11464.69
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1052,DRS,Dresses,Dresses,,,,,,,,,,4870,8.4911,0,0,1,7,0,0,0,,,,,0.46,-2.4,0.88,0.46,,Dresses Ladies,Dress,,51,Atlas Midi Dress,Mumbai · Lower Parel,2464,Ludhiana Woollens,0.81,0.8662274796403324,1.207550696178805,6,0,30,24,0,13648,11257.66
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1053,FTW,Footwear,Footwear,,,,,,,,,,6950,8.8466,0,0,1,7,0,0,0,,,,,0.28,-1.5,1.02,0.28,,Shoes,Sneakers,,52,Wren Sneaker,Mumbai · Lower Parel,2668,Noida Apparel Park,0.88,0.3067643340138342,1.303361503547058,41,11,55,14,0,5336,15464.555
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1054,ACC,Accessories,Accessories,,,,,,,,,,2920,7.9797,0,0,1,7,0,0,0,,,,,0.5,-2.6,0.95,0.5,,Accessories,Socks,,53,Solstice Wool Scarf,Mumbai · Lower Parel,1070,Bengaluru Cut & Sew,0.91,0.1289997908725003,1.210966180276591,15,0,23,8,0,13284,12043.621
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1055,ACT,Activewear,Activewear,,,,,,,,,,6980,8.8509,0,0,1,7,0,0,0,,,,,0.35,-2.1,0.9,0.35,,Swimwear,Swimwear bottom,,54,Ember Legging,Mumbai · Lower Parel,2917,Surat Textile Mills,0.73,0.05456749443744185,2.364772333437577,41,25,73,32,0,6443,13265.386
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1056,BAS,Basics,Basics,,,,,,,,,,6240,8.7389,0,0,1,7,0,0,0,,,,,0.2,-1.2,0.82,0.2,,Jersey Fancy,Trousers,,55,Bramble Oxford Shirt,Mumbai · Lower Parel,3137,Tirupur Knits,0.94,0.1103435317428238,1.5337444306002,19,0,48,29,0,50459,14752.2
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1057,OUT,Outerwear,Outerwear,,,,,,,,,,3010,8.01,0,0,1,7,0,0,0,,,,,0.42,-1.6,1.35,0.42,,Outdoor,Jacket,,56,Nomad Trench,Mumbai · Lower Parel,1094,Ludhiana Woollens,0.81,0.6791874150681991,1.548779819358606,40,0,53,13,0,5810,11186.631
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1058,DEN,Denim,Denim,,,,,,,,,,890,6.7923,0,0,1,7,0,0,0,,,,,0.3,-1.9,1.05,0.3,,Trousers Denim,Trousers,,57,Quill Denim Jacket,Mumbai · Lower Parel,396,Noida Apparel Park,0.88,0.0004442486086063171,2.191100384132005,5,0,31,26,0,3100,15158.13
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1059,KNT,Knitwear,Knitwear,,,,,,,,,,7730,8.953,0,0,1,7,0,0,0,,,,,0.38,-1.7,1.28,0.38,,Knitwear,Sweater,,58,Terra Cardigan,Mumbai · Lower Parel,3994,Bengaluru Cut & Sew,0.91,0.258946915839418,1.879952940181829,12,0,43,31,0,7462,11410.411
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1060,DRS,Dresses,Dresses,,,,,,,,,,7740,8.9543,0,0,1,7,0,0,0,,,,,0.46,-2.4,0.88,0.46,,Dresses Ladies,Dress,,59,Vane Wrap Dress,Mumbai · Lower Parel,2751,Surat Textile Mills,0.73,0.2466741816975533,2.255318588833325,18,0,26,8,0,13648,11257.66
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1061,FTW,Footwear,Footwear,,,,,,,,,,720,6.5806,0,0,1,7,0,0,0,,,,,0.28,-1.5,1.02,0.28,,Shoes,Sneakers,,60,Ridge Loafer,Mumbai · Lower Parel,353,Tirupur Knits,0.94,0.0568518042423005,0.4814065671758726,4,0,7,3,0,5336,15555.793
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1062,ACC,Accessories,Accessories,,,,,,,,,,7580,8.9334,0,0,1,7,0,0,0,,,,,0.5,-2.6,0.95,0.5,,Accessories,Socks,,61,Halcyon Leather Belt,Mumbai · Lower Parel,3157,Ludhiana Woollens,0.81,0.5674489934166798,0.6221197694190778,8,0,14,6,0,13284,12043.621
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1063,ACT,Activewear,Activewear,,,,,,,,,,7130,8.8722,0,0,1,7,0,0,0,,,,,0.35,-2.1,0.9,0.35,,Swimwear,Swimwear bottom,,62,Marlow Training Tee,Mumbai · Lower Parel,3694,Noida Apparel Park,0.88,0.2998890134922212,0.8408930444507859,9,0,19,10,0,6443,13265.386
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1064,BAS,Basics,Basics,,,,,,,,,,6170,8.7276,0,0,1,7,0,0,0,,,,,0.2,-1.2,0.82,0.2,,Jersey Fancy,Trousers,,63,Vesper Pocket Tee,Mumbai · Lower Parel,2913,Bengaluru Cut & Sew,0.91,0.3304141741215317,1.860736350610387,11,5,18,7,0,50459,14752.2
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1065,OUT,Outerwear,Outerwear,,,,,,,,,,4260,8.3573,0,0,1,7,0,0,0,,,,,0.42,-1.6,1.35,0.42,,Outdoor,Jacket,,64,Cadence Puffer,Mumbai · Lower Parel,1913,Surat Textile Mills,0.73,0.3824288552200608,2.414744753472041,82,21,97,15,0,5810,11186.631
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1066,DEN,Denim,Denim,,,,,,,,,,3770,8.2351,0,0,1,7,0,0,0,,,,,0.3,-1.9,1.05,0.3,,Trousers Denim,Trousers,,65,Orbit Slim Jean,Mumbai · Lower Parel,1664,Tirupur Knits,0.94,0.004983896916865459,0.4804003967088647,1,0,12,11,0,3100,15081.678
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1067,KNT,Knitwear,Knitwear,,,,,,,,,,1110,7.013,0,0,1,7,0,0,0,,,,,0.38,-1.7,1.28,0.38,,Knitwear,Sweater,,66,Linden Roll Neck,Mumbai · Lower Parel,570,Ludhiana Woollens,0.81,0.01557002559334403,2.406669184239581,10,0,98,88,0,7462,11505.053
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1068,DRS,Dresses,Dresses,,,,,,,,,,7540,8.9281,0,0,1,7,0,0,0,,,,,0.46,-2.4,0.88,0.46,,Dresses Ladies,Dress,,67,Sable Slip Dress,Mumbai · Lower Parel,3626,Noida Apparel Park,0.88,0.909407156974846,1.008846410980914,4,0,29,25,0,13648,11257.66
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1069,FTW,Footwear,Footwear,,,,,,,,,,4980,8.5134,0,0,1,7,0,0,0,,,,,0.28,-1.5,1.02,0.28,,Shoes,Sneakers,,68,Frost Chelsea Boot,Mumbai · Lower Parel,1958,Bengaluru Cut & Sew,0.91,0.4408803308759775,0.8281039439258165,4,0,18,14,0,5336,15464.555
styleverse,styleverse,2026-08-10,2026,32,ST01,Premium,SV1070,ACC,Accessories,Accessories,,,,,,,,,,6880,8.8365,0,0,1,7,0,0,0,,,,,0.5,-2.6,0.95,0.5,,Accessories,Socks,,69,Kite Tote,Mumbai · Lower Parel,3510,Surat Textile Mills,0.73,0.136824620106726,2.520019435696304,21,18,57,36,0,13284,12043.621
